2019-12-23T00:00:24.970415, 24338;   265;    83;   478;   515;   495;  -512;   763;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:01:24.976136, 24339;   265;    83;   478;   515;   495;  -512;   763;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:02:27.076783, 24340;   265;    83;   478;   515;   495;  -512;   763;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:03:26.989340, 24341;   265;    83;   478;   515;   495;  -512;   763;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:04:26.994810, 24342;   265;    83;   478;   515;   495;  -512;   763;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:05:27.006033, 24343;   265;    83;   478;   515;   495;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:06:27.011817, 24344;   265;    83;   478;   515;   495;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:07:27.017378, 24345;   265;    83;   478;   515;   495;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:08:27.023200, 24346;   265;    83;   478;   515;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:09:27.034548, 24347;   265;    83;   478;   517;   497;  -512;   765;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:10:27.040633, 24348;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:11:27.045783, 24349;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:12:29.147055, 24350;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:13:29.059959, 24351;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:14:29.065284, 24352;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:15:29.075817, 24353;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:16:29.082075, 24354;   265;    83;   478;   518;   497;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:17:29.087556, 24355;   265;    83;   478;   518;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:18:29.099147, 24356;   265;    83;   478;   518;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:19:29.105021, 24357;   265;    83;   478;   518;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:20:29.110320, 24358;   265;    83;   478;   518;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:21:29.115759, 24359;   265;    83;   478;   519;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:22:31.217659, 24360;   265;    83;   478;   520;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:23:31.129243, 24361;   265;    83;   478;   520;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:24:31.140557, 24362;   265;    83;   478;   520;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:25:31.146118, 24363;   265;    83;   478;   520;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:26:31.152646, 24364;   265;    83;   478;   520;   498;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:27:31.157750, 24365;   265;    83;   478;   520;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:28:31.169086, 24366;   265;    83;   478;   520;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:29:31.176591, 24367;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:30:31.183325, 24368;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:31:31.190531, 24369;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:32:33.288160, 24370;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:33:33.200824, 24371;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:34:33.208519, 24372;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:35:33.215000, 24373;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:36:33.222559, 24374;   265;    83;   478;   521;   500;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:37:33.229162, 24375;   265;    83;   478;   521;   501;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:38:33.236185, 24376;   265;    83;   478;   521;   501;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:39:33.243626, 24377;   265;    83;   478;   521;   501;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
2019-12-23T00:40:33.250828, 24378;   265;    83;   478;   521;   501;  -512;   766;  -512;0;0;0;0;1;0;0;1;1;0;0;   214;   259;   274;   289;   495;   520;   545;   249;   274;   299;   330;   240;     0;     0;     0;     0;     0
